FECHA,LOCAL,Goles_Local,Goles_Visitante,VISITANTE,RTC
07/09/2021,Congo,1,3,Senegal,V
07/09/2021,Luxemburgo,1,1,Qatar,E
07/09/2021,Países Bajos,6,1,Turquía,L
07/09/2021,Oman,0,1,Arabia Saudita,V
07/09/2021,Vietnam,0,1,Australia,V
07/09/2021,Francia,2,0,Finland,L
07/09/2021,Dinamarca,5,0,Israel,L
07/09/2021,Zambia,0,2,Túnez,V
07/09/2021,Eslovaquia,0,1,Croacia,V
07/09/2021,Bélgica,3,0,Burkina Faso,L
07/09/2021,República de Irlanda,1,1,Serbia,E
08/09/2021,Panamá,1,1,México,E
08/09/2021,Polonia,1,1,Inglaterra,E
08/09/2021, Kosovo,0,2,España,V
08/09/2021,Costa Rica,1,1, Jamaica,E
08/09/2021,Alemania,6,0, Armenia,L
08/09/2021,Arabia Saudita,1,0,Japón,L
09/09/2021,Uruguay,1,0,Ecuador,L
09/09/2021,Argentina,3,0,Bolivia,L
09/09/2021,Marruecos,2,0,Sudán,L
09/09/2021,Brasil,2,0,Perú,L
09/09/2021,Uruguay,1,0,Ecuador,L
09/09/2021,Francia,2,2,Portugal,E
09/09/2021,Zimbabue,0,1,Ghana,V
10/09/2021,Andorra,0,5,Inglaterra,V
10/09/2021,Suiza,2,0,Irlanda del Norte,L
06/10/2021, Italia,1,2,España,V
07/10/2021,Ecuador,3,0,Bolivia,L
07/10/2021,Paraguay,0,0,Argentina,E
07/10/2021,Arabia Saudita,1,0,Japón,L
07/10/2021,México,1,1,Canadá,E
07/10/2021,Australia,3,1,Omán,L
07/10/2021,Bélgica,2,3,Francia,V
07/10/2021,Túnez,3,0,Mauritania,L
07/10/2021, Honduras,0,0,Costa Rica,E
07/10/2021, Islandia,0,4,Alemania,V
07/10/2021,Japón,2,1,Australia,L
07/10/2021,Marruecos,5,0,Guinea-Bisáu,L
07/10/2021,Venezuela,1,3,Brasil,V
07/10/2021,Uruguay,0,0,Colombia,E
07/10/2021,Portugal,0,1,Bélgica,V
07/10/2021,Etiopía,1,1,Ghana,E
08/10/2021,Letonia,0,1,Países Bajos,V
08/10/2021,Camerún,3,1,Mozambique,L
09/10/2021,Senegal,4,1,Namibia,L
09/10/2021,Portugal,3,0,Qatar,L
09/10/2021,Polonia,5,0,San Marino,L
09/10/2021,Moldova,0,4,Dinamarca,V
09/10/2021,Croacia,3,0,Eslovenia,L
09/10/2021,Bélgica,1,4,Países Bajos,V
09/10/2021,Luxemburgo,0,1,Serbia,V
10/10/2021,Venezuela,2,1,Ecuador,L
10/10/2021,Panamá,1,0,Estados Unidos,L
10/10/2021,Argentina,3,0,Uruguay,L
10/10/2021,México,3,0,Honduras,L
10/10/2021,España,1,2,Francia,V
10/10/2021,Mauritania,0,0,Túnez,E
10/10/2021,España,1,2,Francia,V
10/10/2021,Costa Rica,2,1, El Salvador,L
10/10/2021,Alemania,2,1, Rumania,L
10/10/2021,Vietnam,0,1,Japón,V
10/10/2021,Guinea-Bisáu,0,3,Marruecos,V
10/10/2021,Colombia,0,0,Brasil,E
10/10/2021,Argentina,3,0,Uruguay,L
10/10/2021,Portugal,2,1, Irlanda,L
10/10/2021,Ghana,1,0,Sudáfrica,L
11/10/2021,Países Bajos,6,0,Gibraltar,L
11/10/2021,Mozambique,0,1,Camerún,V
12/10/2021,Namibia,1,3,Senegal,V
12/10/2021,República de Irlanda,4,0,Qatar,L
12/10/2021,Arabia Saudita,3,2,China,L
12/10/2021,Albania,0,1,Polonia,V
12/10/2021,Japón,2,1,Australia,L
12/10/2021,Dinamarca,1,0,Austria,L
12/10/2021,Chipre,0,3,Croacia,V
12/10/2021,Bélgica,6,1,Polonia,L
12/10/2021,Serbia,3,1,Azerbaiyán,L
13/10/2021,Estados Unidos,2,1,Costa Rica,L
13/10/2021,El Salvador,0,2,México,V
13/10/2021,Estados Unidos,2,1,Costa Rica,L
13/10/2021, Macedonia,0,4,Alemania,V
13/10/2021,Oman,0,1,Japón,V
14/10/2021,Colombia,0,0,Ecuador,E
14/10/2021,Argentina,1,0,Perú,L
14/10/2021,Guinea,1,4,Marruecos,V
14/10/2021,Brasil,4,1,Uruguay,L
14/10/2021,Brasil,4,1,Uruguay,L
14/10/2021,Qatar,1,3,Portugal,V
14/10/2021,Marruecos,1,0,Ghana,L
27/10/2021,México,2,3,Ecuador,V
27/10/2021,México,2,3,Ecuador,V
27/10/2021,Sudán,0,3,Marruecos,V
06/11/2021,Camboya,0,10,Irán,V
07/11/2021,Italia,1,1,Inglaterra,E
07/11/2021,Estados Unidos,1,0,Haití,L
10/11/2021,Estonia,0,1,Gales,V
11/11/2021,Ecuador,1,0,Venezuela,L
11/11/2021,Togo,1,1,Senegal,E
11/11/2021,Serbia,4,0,Qatar,L
11/11/2021,Líbano,1,2,Irán,V
11/11/2021,Australia,0,0,Arabia Saudita,E
11/11/2021,Australia,0,0,Arabia Saudita,E
11/11/2021, Grecia,0,1,España,V
11/11/2021,Marruecos,3,0,Guinea,L
11/11/2021,Croacia,2,2,Eslovaquia,E
11/11/2021,Gales,1,1,Bélgica,E
11/11/2021,Brasil,1,0,Colombia,L
11/11/2021,Serbia,4,0,Qatar,L
11/11/2021,Corea del Sur,1,0,UAE,L
12/11/2021,Uruguay,0,1,Argentina,V
12/11/2021,Estados Unidos,2,0,México,L
12/11/2021,Andorra,1,4,Polonia,V
12/11/2021,Dinamarca,3,1,Faroe Islands,L
12/11/2021,Canadá,1,0,Costa Rica,L
12/11/2021,Alemania,9,0, Liechtenstein,L
12/11/2021,Japón,2,0,china,L
12/11/2021,Uruguay,0,1,Argentina,V
12/11/2021, Azerbaiyán,0,3,Portugal,V
12/11/2021,Gabón,1,1,Ghana,E
13/11/2021,Montenegro,2,2,Países Bajos,E
13/11/2021,Gales,5,1,Bielorrusia,L
13/11/2021,Francia,8,0,Kazakhstan,L
13/11/2021,Equatorial Guinea,1,0,Túnez,L
13/11/2021,Malawi,0,4,Camerún,V
14/11/2021,Senegal,2,0,Congo,L
14/11/2021,Azerbaiyán,2,2,Qatar,E
14/11/2021,España,1,0, Suecia,L
14/11/2021,Malta,1,7,Croacia,V
14/11/2021,Polonia,0,1,Bélgica,V
14/11/2021,Portugal,1,2,Serbia,V
15/11/2021,San Marino,0,10,Inglaterra,V
15/11/2021,Polonia,1,2,Hungría,V
15/11/2021,China,1,1,Australia,E
15/11/2021,Scotland,2,0,Dinamarca,L
15/11/2021,Suiza,4,0,Bulgaria,L
16/11/2021,Chile,0,2,Ecuador,V
16/11/2021,Países Bajos,2,0,Noruega,L
16/11/2021,Siria,0,3,Irán,V
16/11/2021,Jamaica,1,1,Estados Unidos,E
16/11/2021,Gales,1,1,Bélgica,E
16/11/2021,Argentina,0,0,Brasil,E
16/11/2021,Vietnam,0,1,Arabia Saudita,V
16/11/2021,Canadá,2,1,México,L
16/11/2021,Finland,0,2,Francia,V
16/11/2021,Túnez,3,1,Zambia,L
16/11/2021,Costa Rica,2,1, Honduras,L
16/11/2021, Armenia,1,4,Alemania,V
16/11/2021,Japón,2,0,Arabia Saudita,L
16/11/2021,Marruecos,4,0,Palestina,L
16/11/2021,Camerún,1,0,Ivory Coast,L
16/11/2021,Argentina,0,0,Brasil,E
16/11/2021,Irak,0,3,Corea del Sur,V
16/11/2021,Bolivia,3,0,Uruguay,L
16/11/2021,Portugal,3,0,Qatar,L
16/11/2021,Ghana,2,3,Cosmoras,V
30/11/2021,Qatar,1,0,Bahréin,L
30/11/2021,Túnez,5,1,Mauritania,L
30/11/2021,Bélgica,2,1,Gales,L
01/12/2021,Arabia Saudita,0,1,Jordania,V
03/12/2021,Omán,1,2,Qatar,V
03/12/2021,Syria,2,0,Túnez,L
03/12/2021,Países Bajos,1,0,Bélgica,L
04/12/2021,El Salvador,1,1,Ecuador,E
04/12/2021,Palestina,1,1,Arabia Saudita,E
04/12/2021,Jordania,0,4,Marruecos,V
06/12/2021,Qatar,3,0,Irak,L
06/12/2021,Gales,1,1,Suiza,E
06/12/2021,Túnez,1,0,Arab Emirates,L
06/12/2021,Islas Vírgenes Estadounidenses,0,8,Canadá,V
06/12/2021,Gales,1,1,Suiza,E
07/12/2021,Marruecos,1,0,Arabia Saudita,L
08/12/2021,México,2,2,Chile,E
10/12/2021,Qatar,5,0,Emiratos Árabes Unidos,L
10/12/2021,Inglaterra,1,1,Hungría,E
10/12/2021,Irán,1,1,Corea del Sur,E
10/12/2021,Túnez,2,1,Oman,L
10/12/2021,Canadá,5,0,Dominica,L
10/12/2021,Lituania,0,4,Suiza,V
10/12/2021,Irán,1,1,Corea del Sur,E
11/12/2021,Inglaterra,5,0,Albania,L
11/12/2021,Estados Unidos,2,0,México,L
11/12/2021,Italia,1,1,Suiza,E
15/12/2021,Qatar,1,2,Argelia,V
15/12/2021,Túnez,1,0,Egypt,L
15/12/2021,San Cristóbal y Nieves,0,1,Canadá,V
18/12/2021,Egipto,0,0,Qatar,E
18/12/2021,Túnez,0,2,Algeria,V
18/12/2021,Canadá,4,1,Guayana Francesa,L
02/01/2022,Irán,1,0,UAE,L
02/01/2022,Siria,0,2,Corea del Sur,V
06/01/2022,Estados Unidos,3,0,Marruecos,L
06/01/2022,Polonia,2,1,Gales,L
09/01/2022,Camerún,2,1,Burkina Faso,L
12/01/2022,Túnez,0,1,Mali,V
13/01/2022,Camerún,4,1,Ethiopia,L
15/01/2022,Islandia,1,5,Corea del Sur,V
16/01/2022,Túnez,4,0,Mauritania,L
17/01/2022,Cape Verde,1,1,Camerún,E
20/01/2022,Gambia,1,0,Túnez,L
21/01/2022,Corea del Sur,4,0,Moldavia,L
23/01/2022,Nigeria,0,1,Túnez,V
24/01/2022,Camerún,2,1,Comoros,L
27/01/2022,Ecuador,1,1,Brasil,E
27/01/2022,Irán,1,0,Irak,L
27/01/2022,Estados Unidos,1,0,El Salvador,L
27/01/2022,Chile,1,2,Argentina,V
27/01/2022,Arabia Saudita,1,0,Oman,L
27/01/2022,Jamaica,1,2,México,V
27/01/2022,Australia,4,0,Vietnam,L
27/01/2022,Costa Rica,1,0, Panamá,L
27/01/2022,Alemania,2,0, Israel,L
27/01/2022,Australia,0,2,Japón,V
27/01/2022,Marruecos,1,0,Arabia Saudita,L
27/01/2022,Ecuador,1,1,Brasil,E
27/01/2022,Líbano,0,1,Corea del Sur,V
27/01/2022,Paraguay,0,1,Uruguay,V
27/01/2022,Portugal,5,0, Luxemburgo,L
27/01/2022,Ghana,0,0,Nigeria,E
29/01/2022,Burkina Faso,1,0,Túnez,L
29/01/2022,Gambia,0,2,Camerún,V
30/01/2022,Canadá,2,0,Estados Unidos,L
30/01/2022,México,0,0,Costa Rica,E
30/01/2022,Países Bajos,1,1,Alemania,E
30/01/2022,Japón,1,1,vietnam,E
01/02/2022,Perú,1,1,Ecuador,E
01/02/2022,Argentina,1,0,Colombia,L
01/02/2022,Japón,2,0,Arabia Saudita,L
01/02/2022,Omán,2,2,Australia,E
01/02/2022,Marruecos,2,2,Argelia,E
01/02/2022,Brasil,4,0,Paraguay,L
01/02/2022,Uruguay,4,1,Venezuela,L
01/02/2022, Irlanda,0,0,Portugal,E
01/02/2022,Nigeria,1,1,Ghana,E
02/02/2022,Estados Unidos,3,0,Honduras,L
02/02/2022,México,1,0,Panamá,L
02/02/2022, Jamaica,0,1,Costa Rica,V
02/02/2022, Italia,1,1,Alemania,E
02/02/2022,Japón,4,1,Paraguay,L
03/02/2022,Camerún,0,0,Egypt,E
05/02/2022,Burkina Faso,3,3,Camerún,E
06/02/2022,Republica Checa,2,1,Suiza,L
06/02/2022,Corea del Sur,1,5,Brasil,V
02/03/2022,México,0,0,Costa Rica,E
24/03/2022,Paraguay,3,1,Ecuador,L
24/03/2022,Corea del Sur,2,0,Irán,L
24/03/2022,México,0,0,Estados Unidos,E
24/03/2022,Gales,2,1,Austria,L
24/03/2022,China,1,1,Arabia Saudita,E
24/03/2022,México,0,0,Estados Unidos,E
24/03/2022,Escocia,1,1,Polonia,E
24/03/2022,Australia,0,2,Japón,V
24/03/2022,Costa Rica,1,0,Canadá,L
24/03/2022,Alemania,1,1,Inglaterra,E
24/03/2022,Japón,0,1,Brasil,V
24/03/2022,Marruecos,1,0,Ghana,L
24/03/2022,Brasil,4,0,Chile,L
24/03/2022,Hungría,0,1,Serbia,V
24/03/2022,Corea del Sur,2,0,Irán,L
24/03/2022,Uruguay,1,0,Perú,L
24/03/2022,Portugal,1,2,Serbia,V
24/03/2022,Japón,4,1,Ghana,L
25/03/2022,Argentina,3,0,Venezuela,L
25/03/2022,Francia,2,1,Ivory Coast,L
25/03/2022,Mali,0,1,Túnez,V
25/03/2022,Camerún,0,1,Algeria,V
26/03/2022,Qatar,2,1,Bulgaria,L
26/03/2022,Países Bajos,4,2,Dinamarca,L
26/03/2022,Inglaterra,2,1,Suiza,L
26/03/2022,Países Bajos,4,2,Dinamarca,L
26/03/2022,España,2,1, Albania,L
26/03/2022,Canadá,4,0,Martinica,L
26/03/2022,Inglaterra,2,1,Suiza,L
27/03/2022,Estados Unidos,5,1,Panamá,L
27/03/2022,Honduras,0,1,México,V
27/03/2022, El Salvador,1,2,Costa Rica,V
27/03/2022, Hungría,1,1,Alemania,E
27/03/2022,Japón,4,1,Ghana,L
29/03/2022,Ecuador,1,1,Argentina,E
29/03/2022,Qatar,0,0,Eslovenia,E
29/03/2022,Países Bajos,1,1,Alemania,E
29/03/2022,Inglaterra,3,0,Costa de Marfil,L
29/03/2022,Irán,2,0,Líbano,L
29/03/2022,Gales,1,1,República Checa,E
29/03/2022,Ecuador,1,1,Argentina,E
29/03/2022,Arabia Saudita,1,0,Australia,L
29/03/2022,Polonia,2,0,Suecia,L
29/03/2022,Arabia Saudita,1,0,Australia,L
29/03/2022,Francia,5,0,South Africa,L
29/03/2022,Dinamarca,3,0,Serbia,L
29/03/2022,Túnez,0,0,Mali,E
29/03/2022,España,5,0, Islandia,L
29/03/2022,Marruecos,2,0,Cosmoras,L
29/03/2022,México,3,1,Canadá,L
29/03/2022,Algeria,1,2,Camerún,V
29/03/2022,Bolivia,0,4,Brasil,V
29/03/2022,Suiza,1,1,Kosovo,E
29/03/2022,Dinamarca,3,0,Serbia,L
29/03/2022,UAE,1,0,Corea del Sur,L
29/03/2022,Chile,0,2,Uruguay,V
29/03/2022,Portugal,3,1, Turquía,L
29/03/2022,Chile,0,0,Ghana,E
30/03/2022,Costa Rica,2,0,Estados Unidos,L
30/03/2022,México,2,0,El Salvador,L
30/03/2022,Costa Rica,2,0,Estados Unidos,L
30/03/2022,Alemania,5,2, Italia,L
30/03/2022,Japón,3,0,Costa Rica,L
30/03/2022,Japón,0,3,Túnez,V
06/04/2022,Hungría,1,0,Inglaterra,L
27/04/2022,México,0,0,Guatemala,E
06/05/2022,Estados Unidos,0,0,Uruguay,E
06/05/2022,Gales,1,0,Ucrania,L
06/05/2022,Portugal,4,0,Suiza,L
28/05/2022,México,2,1,Nigeria,L
01/06/2022,Italia,0,3,Argentina,V
01/06/2022,Polonia,2,1,Gales,L
01/06/2022,Jordania,1,2,Australia,V
02/06/2022,Ecuador,1,0,Nigeria,L
02/06/2022,México,0,3,Uruguay,V
02/06/2022,Túnez,4,0,Equatorial Guinea,L
02/06/2022,España,1,1,Portugal,E
02/06/2022, Panamá,2,0,Costa Rica,L
02/06/2022,Alemania,0,1, Hungría,V
02/06/2022,Japón,3,0,Panama,L
02/06/2022,Japón,2,0,Estados Unidos,L
02/06/2022,Gabón,2,2,Marruecos,E
02/06/2022,Corea del Sur,1,5,Brasil,V
02/06/2022,Serbia,0,1,Noruega,V
02/06/2022,México,0,3,Uruguay,V
02/06/2022,Portugal,2,0, Macedonia,L
02/06/2022,Brasil,3,0,Ghana,L
03/06/2022,Bélgica,1,4,Países Bajos,V
03/06/2022,Francia,1,2,Dinamarca,V
03/06/2022,Francia,1,2,Dinamarca,V
05/06/2022,México,0,0,Ecuador,E
05/06/2022,Argentina,5,0,Estonia,L
05/06/2022,Colombia,1,0,Arabia Saudita,L
05/06/2022,México,0,0,Ecuador,E
05/06/2022,Botswana,0,0,Túnez,E
05/06/2022, República Checa,2,2,España,E
05/06/2022,Marruecos,2,1,Malaui,L
05/06/2022,Serbia,4,1,Eslovenia,L
05/06/2022,Estados Unidos,0,0,Uruguay,E
05/06/2022,España,1,1,Portugal,E
05/06/2022,Nicaragua,0,1,Ghana,V
06/06/2022,Croacia,1,1,Francia,E
06/06/2022,Austria,1,2,Dinamarca,V
06/06/2022,Japón,0,1,Brasil,V
06/06/2022,Corea del Sur,2,0,Chile,L
07/06/2022,Emiratos Árabes Unidos,1,2,Australia,V
08/06/2022,Gales,1,2,Países Bajos,V
08/06/2022,Bélgica,6,1,Polonia,L
09/06/2022,Venezuela,1,0,Arabia Saudita,L
09/06/2022,Suiza,0,1,España,V
09/06/2022,Burundi,0,1,Camerún,V
09/06/2022,Suecia,0,1,Serbia,V
10/06/2022,Austria,1,1,Francia,E
10/06/2022,Dinamarca,0,1,Croacia,V
10/06/2022,Brasil,5,1,Túnez,L
11/06/2022,Ecuador,1,0,Islas de Cabo Verde,L
11/06/2022,Países Bajos,2,2,Polonia,E
11/06/2022,México,3,0,Surinam,L
11/06/2022,Países Bajos,2,2,Polonia,E
11/06/2022,Egipto,2,1,Marruecos,L
11/06/2022,Uruguay,5,0,Panamá,L
11/06/2022,Portugal,4,0,Suiza,L
12/06/2022,España,2,0, República Checa,L
12/06/2022,Eslovenia,2,2,Serbia,E
13/06/2022,Perú,0,0,Nueva Zelanda,E
13/06/2022,Francia,0,1,Croacia,V
13/06/2022,Dinamarca,2,0,Austria,L
14/06/2022,Países Bajos,3,2,Gales,L
14/06/2022,Inglaterra,0,4,Hungría,V
14/06/2022,El Salvador,1,1,Estados Unidos,E
14/06/2022,Países Bajos,3,2,Gales,L
14/06/2022,Jamaica,1,1,México,E
14/06/2022,Polonia,0,1,Bélgica,V
14/06/2022,Costa Rica,1,0, Nueva Zelanda,L
14/06/2022,Inglaterra,3,3,Alemania,E
14/06/2022,Japón,4,3,Uruguay,L
14/06/2022,Japón,0,0,Ecuador,E
14/06/2022,Corea del Sur,4,1,Egipto,L
06/07/2022,Alemania,1,1,Inglaterra,E
20/07/2022,China,0,3,Corea del Sur,V
24/07/2022,Corea del Sur,3,0,Hong Kong,L
27/07/2022,Japón,3,0,Corea del Sur,L
30/07/2022,Lazio,0,0,Qatar,E
30/07/2022,Canadá,7,0,Cuba,L
06/08/2022,Gales,1,2,Países Bajos,V
20/08/2022,Qatar,2,2,Marruecos,E
20/08/2022,Haití,3,2,Canadá,L
23/08/2022,Qatar,2,1,Ghana A',L
23/08/2022,Canadá,6,0,Cuba,L
26/08/2022,Qatar,1,1,Jamaica,E
26/08/2022,Cuba,0,1,Canadá,V
28/08/2022,Equatorial Guinea,1,0,Camerún,L
31/08/2022,México,0,1,Paraguay,V
03/09/2022,Camerún,2,0,Equatorial Guinea,L
06/09/2022,Suiza,0,1,España,V
20/09/2022,Qatar,0,3,Croatia U23,V
20/09/2022,Canadá,2,0,Estados Unidos,L
22/09/2022,Polonia,0,2,Países Bajos,V
22/09/2022,Bélgica,2,1,Gales,L
22/09/2022,Polonia,0,2,Países Bajos,V
22/09/2022,Australia,1,0,Nueva Zelanda,L
22/09/2022,Francia,2,0,Austria,L
22/09/2022,Croacia,2,1,Dinamarca,L
23/09/2022,Arabia Saudita,0,0,Ecuador,E
23/09/2022,Qatar,0,2,Canadá,V
23/09/2022,Italia,1,0,Inglaterra,L
23/09/2022,Irán,1,0,Uruguay,L
23/09/2022,Japón,2,0,Estados Unidos,L
23/09/2022,Argentina,3,0,Honduras,L
23/09/2022,Arabia Saudita,0,0,Ecuador,E
23/09/2022,Corea del Sur,2,2,Costa Rica,E
23/09/2022,Japón,1,1,Venezuela,E
23/09/2022,RD Congo,1,1,Marruecos,E
23/09/2022,Estados Unidos,4,1,Canadá,L
23/09/2022,Camerún,0,2,Uzbekistan,V
23/09/2022,Brasil,3,0,Ghana,L
23/09/2022,Corea del Sur,2,2,Costa Rica,E
23/09/2022,Irán,1,0,Uruguay,L
23/09/2022,Portugal,2,0, República Checa,L
24/09/2022,México,1,0,Perú,L
24/09/2022,España,1,2,Suiza,V
24/09/2022,España,1,2,Suiza,V
24/09/2022,Serbia,4,1,Suecia,L
25/09/2022,Países Bajos,1,0,Bélgica,L
25/09/2022,Gales,0,1,Polonia,V
25/09/2022,Gales,0,1,Polonia,V
25/09/2022,Nueva Zelanda,0,2,Australia,V
25/09/2022,Dinamarca,2,0,Francia,L
25/09/2022,Dinamarca,2,0,Francia,L
26/09/2022,Inglaterra,3,3,Alemania,E
27/09/2022,Japón,0,0,Ecuador,E
27/09/2022,Qatar,2,2,Chile,E
27/09/2022,Senegal,1,1,Irán,E
27/09/2022,Arabia Saudita,0,0,Estados Unidos,E
27/09/2022,Argentina,3,0,Jamaica,L
27/09/2022,Arabia Saudita,0,0,Estados Unidos,E
27/09/2022,México,2,3,Colombia,V
27/09/2022,Portugal,0,1,España,V
27/09/2022, Uzbekistán,1,2,Costa Rica,V
27/09/2022,Japón,4,0,Kyrgyzstan,L
27/09/2022,Marruecos,4,1,RD Congo,L
27/09/2022,Barbados,1,4,Canadá,V
27/09/2022,Corea del Sur,1,0,Camerún,L
27/09/2022,Brasil,5,1,Túnez,L
27/09/2022,Suiza,2,1,República Checa,L
27/09/2022,Noruega,0,2,Serbia,V
27/09/2022,Corea del Sur,1,0,Camerún,L
27/09/2022,Canadá,0,2,Uruguay,V
27/09/2022,Suiza,1,0,Portugal,L
06/10/2022,Estados Unidos,5,0,Granada,L
06/10/2022,Corea del Sur,2,2,Paraguay,E
06/11/2022,Inglaterra,0,0,Italia,E
06/11/2022,Gales,1,1,Bélgica,E
11/11/2022,Irak,0,0,Ecuador,E
11/11/2022,Estados Unidos,3,0,Marruecos,L
06/12/2022,Irán,1,2,Argelia,V
06/12/2022,Suiza,1,0,Portugal,L
